,waypoint,flight_id,formation_time,time,age,longitude,latitude,altitude,level,continuous,segment_length,sin_a,cos_a,width,depth,sigma_yz,air_temperature,specific_humidity,air_pressure,rhi,rho_air,q_sat,n_ice_per_m,iwc,u_wind,v_wind,vertical_velocity,tau_cirrus,air_temperature_lower,u_wind_lower,v_wind_lower,dT_dz,ds_dz,dsn_dz,sdr,top_net_solar_radiation,rsr,top_net_thermal_radiation,olr,area_eff,plume_mass_per_m,r_ice_vol,terminal_fall_speed,diffuse_h,diffuse_v,n_ice_per_vol,tau_contrail,dn_dt_agg,dn_dt_turb,rf_sw,rf_lw,rf_net,persistent,ef,timestep,age_hours,x,y,x_proj,y_proj
723023,20,1,2021-01-30 10:37:45,2021-01-30 10:57:28,0 days 00:19:43,6.445876155983257,49.69081620611091,8860.421019283356,313.85792059560737,True,224.85110249519053,0.05506028351039871,-0.9984830319939115,1021.5084424552284,200.84338033215133,-15238.827550168378,226.46419,0.00020725877,31385.792059560736,1.7753142758854286,0.4828097392388415,0.00011674483192363479,13272870942608.674,9.195323752155531e-05,23.89461,5.2511907,0.13673377,1.0331616,228.21315,22.946934,4.8964148,0.0012743808193494033,0.010512777107484253,-0.004222297984058909,522.1681718273346,,,,,129601.98431812193,62573.10025346888,4.832560432708325e-06,0.005699191910022091,42.40650697161399,1.9531983983064505,102412559.5949904,1.689223028669394,2.5810479774010795e-17,1.6198035567975123e-05,,,,True,,1202,0.32861111111111113,748511.6675745606,5509956.957946724,,
723024,21,1,2021-01-30 10:37:46,2021-01-30 10:57:28,0 days 00:19:42,6.442756027158964,49.690927469157884,8865.670218004403,313.61387349178204,True,224.90698218285323,0.054945923546934027,-0.9984893316834059,1020.3368446980392,200.5749986822871,-15209.88950002151,226.41638,0.00020664955,31361.387349178203,1.7788914870184491,0.4825361816641538,0.0001161675978140734,13281829803845.25,9.194126498348759e-05,23.906399,5.2706666,0.13443922,1.0345085,228.16446,22.959417,4.915497,0.0012807676711108229,0.01051279579989147,-0.004227030539303954,522.1555495177569,,,,,129239.11738086067,62362.55022260588,4.825838996744828e-06,0.005686904314157033,42.293324526567574,1.947857321382002,102769425.17879024,1.6830418887472942,2.5755349902648756e-17,1.620347058960827e-05,,,,True,,1202,0.3283333333333333,748286.1251794762,5509958.998744754,,
723025,22,1,2021-01-30 10:37:47,2021-01-30 10:57:28,0 days 00:19:41,6.439635094401353,49.69103852866786,8870.915468908821,313.37016343971027,True,226.87412247430407,0.05130464389458697,-0.9986830495782182,1012.1319655410001,200.3147476358291,-15054.905749304957,226.36864,0.00020604095,31337.016343971027,1.7824560400242144,0.48226291128865645,0.0001155938443595182,13177606832733.102,9.19322859077639e-05,23.918144,5.290165,0.13215645,1.0358375,228.11581,22.971855,4.9346004,0.001287263327052983,0.010512681953856764,-0.004197702079963619,522.142926640304,,,,,128094.33889700887,61775.14879606728,4.823131721306056e-06,0.0056827076963740265,42.183185632088154,1.943293412695159,102874232.74285552,1.6796668623947626,2.5937223618741366e-17,1.6250368000591238e-05,,,,True,,1202,0.32805555555555554,748060.526763015,5509961.023647842,,
723026,23,1,2021-01-30 10:37:48,2021-01-30 10:57:28,0 days 00:19:40,6.436485938916661,49.69114314228056,8875.149901709121,313.173530913817,True,246.99941879776733,0.018090004987119507,-0.9998363624711626,947.5096117046071,202.33251596409258,-13961.306496369069,226.32956,0.00020555191,31317.353091381698,1.7854655420318604,0.48204349909069966,0.00011512510858717528,8051027992889.13,9.187134771990403e-05,23.925056,5.308061,0.12996624,1.037605,228.07603,22.979355,4.952056,0.0012923355971997807,0.010468675464617511,-0.0038648440562287023,522.1303522438371,,,,,122377.87599804497,58991.459557385344,5.596115237665227e-06,0.007328697468772346,42.85713158397096,2.0538668741269026,65788263.82815917,1.436467198014923,4.713429773811762e-17,1.7085852870413476e-05,,,,True,,1202,0.3277777777777778,747832.9270889303,5509962.248317118,,
723027,24,1,2021-01-30 10:37:49,2021-01-30 10:57:28,0 days 00:19:39,6.433053884149956,49.69118326194957,8869.150945080588,313.45213137329205,True,223.76981183746832,0.041634380848614386,-0.9991329132459568,1042.4157108048832,227.92429517475966,-16466.442679420295,226.378,0.00020627242,31345.213137329203,1.7829178168493092,0.48236907682188174,0.00011569373609620158,1081057425184.787,9.102235150077044e-05,23.883284,5.3094606,0.1285918,1.0440205,228.12578,22.937105,4.952545,0.0012830467938050561,0.010017105751497838,-0.0039226094476768735,522.1182831064343,,,,,155295.87114462352,74909.92599828195,1.179759735876668e-05,0.02623023858100425,52.03834782785151,3.540118317690456,6961276.02889083,0.7979300730852329,5.908392405311546e-16,2.0739668314914483e-05,,,,True,,1202,0.3275,747585.2580466911,5509955.381107247,,
723028,25,1,2021-01-30 10:37:50,2021-01-30 10:57:28,0 days 00:19:38,6.429946686880243,49.69126698080985,8874.281069598746,313.2138683461932,True,223.83223171697892,0.041507118762003144,-0.9991382082034882,1042.1049435616012,227.71990056241407,-16461.42234845272,226.33125,0.00020567804,31321.38683461932,1.7864294484881924,0.48210199298039236,0.00011513359009415222,1084019673370.2188,9.100881758824295e-05,23.894522,5.328933,0.12633066,1.0453472,228.07816,22.94902,4.9716167,0.0012893265158379563,0.010015590571242513,-0.0039264378025326546,522.1063032827492,,,,,155048.98374339112,74749.42407227331,1.1777833338781713e-05,0.02616081262451141,51.93720012891295,3.528569976928157,6991465.840010219,0.7969670539666942,5.88237862720769e-16,2.0722341241840123e-05,,,,True,,1202,0.32722222222222225,747360.7913083588,5509954.4416491315,,
723029,26,1,2021-01-30 10:37:51,2021-01-30 10:57:28,0 days 00:19:37,6.426838599576058,49.69135046695242,8879.407970950044,312.97590155026285,True,223.7783156430879,0.041599217533002976,-0.9991343778995105,1042.2786178262736,227.51682732399667,-16465.23870644986,226.28456,0.00020508416,31297.590155026286,1.78992442657663,0.48183510993562123,0.00011457699252376621,1087586624292.9412,9.099188804072186e-05,23.90572,5.3484282,0.12408086,1.0466565,228.0306,22.960894,4.990712,0.001295608368974115,0.010014075207540095,-0.003932281053109516,522.094323264587,,,,,154870.45133232282,74622.02094348904,1.175752633399614e-05,0.026089376418006113,51.83676548858811,3.516865638835244,7022557.337029936,0.7963640933931123,5.85284354267886e-16,2.0700587258839276e-05,,,,True,,1202,0.3269444444444444,747136.2622285102,5509953.482697963,,
723030,27,1,2021-01-30 10:37:52,2021-01-30 10:57:28,0 days 00:19:36,6.423731306728541,49.69143411723214,8884.65545169097,312.7324896477763,True,201.39591668096827,0.08813462281456089,-0.996108572526778,1134.6306431574794,226.87411261373694,-18260.994034499963,226.23686,0.0002044762,31273.248964777627,1.7934780469735276,0.4815618755993588,0.00011401098191344031,1214380009916.0579,9.094792530075734e-05,23.917458,5.3681564,0.121831775,1.0478933,227.982,22.973318,5.010045,0.0013021106079176548,0.010019692725086855,-0.004365290149495049,522.0823397461675,,,,,166464.58365502255,80162.99712577903,1.160516704281021e-05,0.025519579814877576,51.57322509899666,3.4466615100888354,7295125.384945014,0.8053656269383146,5.189127266300559e-16,2.0018717299012526e-05,,,,True,,1202,0.32666666666666666,746911.790250052,5509952.553911778,,
723031,28,1,2021-01-30 10:37:53,2021-01-30 10:57:28,0 days 00:19:35,6.420952608764395,49.69159312879964,8901.787922408359,311.93884249672175,True,217.5393171686681,0.04209893810330744,-0.9991134467169249,1002.6494206432112,199.32721423750488,-14667.462844801306,226.08777,0.00020246622,31193.884249672174,1.8033839762346981,0.4806565329676547,0.00011227016936203418,13467922492340.965,9.179477413103037e-05,23.985516,5.407167,0.118711516,1.0436113,227.82973,23.043297,5.0492096,0.0013249927564638142,0.010501579864197821,-0.004139545602930335,522.0697551184044,,,,,127063.591309544,61073.94526526444,4.767658352659197e-06,0.005578669783383722,41.72418226436518,1.9145227948745225,105993560.81106895,1.6591751667583177,2.5081854370726523e-17,1.6071501543902427e-05,,,,True,,1202,0.3263888888888889,746710.6299916751,5509961.090555669,,
723032,29,1,2021-01-30 10:37:54,2021-01-30 10:57:28,0 days 00:19:34,6.417932035201545,49.69167542429563,8907.00700753334,311.6973971721757,True,217.59355783743194,0.04198664372172408,-0.9991181720642384,1001.4967794512818,199.06590560486953,-14639.980715628286,226.0405,0.0002018622,31169.739717217573,1.8068641697720649,0.48038494640196516,0.00011171963389191229,13478369637078.617,9.175911894870242e-05,23.997383,5.426613,0.11655075,1.0447035,227.78156,23.055843,5.068278,0.0013315064699415302,0.010501599630835832,-0.004144160687526584,522.0580798611154,,,,,126711.99247457649,60870.53371338564,4.760512162242884e-06,0.005565603942605385,41.61493540766954,1.9093103953026263,106370118.35941984,1.6536343144121977,2.501737829821223e-17,1.6076310726178074e-05,,,,True,,1202,0.32611111111111113,746492.4192550182,5509960.313596577,,
